Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2009,87,Control,12-Aug-09, Bare ground                     ,59
E244,2009,87,Control,23-Jun-09, Koeleria cristata               ,18
E244,2009,87,Control,12-Aug-09, Koeleria cristata               ,18
E244,2009,87,Control,23-Jun-09, Liatris aspera                  ,23
E244,2009,87,Control,12-Aug-09, Liatris aspera                  ,23
E244,2009,87,Control,23-Jun-09, Lupinus sp.                     ,5
E244,2009,88,FoliarFungicide,12-Aug-09, Arabis glabra                   ,4
E244,2009,88,FoliarFungicide,23-Jun-09, Bare ground                     ,64
E244,2009,88,FoliarFungicide,12-Aug-09, Bare ground                     ,64
E244,2009,88,FoliarFungicide,12-Aug-09, Eragrostis spectabilis          ,2
E244,2009,88,FoliarFungicide,23-Jun-09, Koeleria cristata               ,20
E244,2009,88,FoliarFungicide,12-Aug-09, Koeleria cristata               ,15
E244,2009,88,FoliarFungicide,23-Jun-09, Liatris aspera                  ,13
E244,2009,88,FoliarFungicide,12-Aug-09, Liatris aspera                  ,13
E244,2009,88,FoliarFungicide,23-Jun-09, Miscellaneous herbs             ,1
E244,2009,88,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,2
E244,2009,88,FoliarFungicide,12-Aug-09, Schizachyrium scoparium         ,2
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,67
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Bare ground                     ,71
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Bouteloua gracilis              ,6
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Bouteloua gracilis              ,2
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,5
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Koeleria cristata               ,5
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,10
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Liatris aspera                  ,10
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Mosses & lichens                ,7
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Mosses & lichens                ,7
E244,2009,89,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,5
E244,2009,89,SoilDrenchFungicide,12-Aug-09, Schizachyrium scoparium         ,5
E244,2009,90,AllPesticides,12-Aug-09, Arabis glabra                   ,2
E244,2009,90,AllPesticides,23-Jun-09, Bare ground                     ,77
E244,2009,90,AllPesticides,12-Aug-09, Bare ground                     ,75
E244,2009,90,AllPesticides,23-Jun-09, Koeleria cristata               ,11
E244,2009,90,AllPesticides,12-Aug-09, Koeleria cristata               ,11
E244,2009,90,AllPesticides,23-Jun-09, Liatris aspera                  ,10
E244,2009,90,AllPesticides,12-Aug-09, Liatris aspera                  ,10
E244,2009,90,AllPesticides,23-Jun-09, Sorghastrum nutans              ,2
E244,2009,90,AllPesticides,12-Aug-09, Sorghastrum nutans              ,2
E244,2009,91,Insecticide,23-Jun-09, Andropogon gerardi              ,16
E244,2009,91,Insecticide,12-Aug-09, Andropogon gerardi              ,16
E244,2009,91,Insecticide,23-Jun-09, Bare ground                     ,56
E244,2009,91,Insecticide,12-Aug-09, Bare ground                     ,42
E244,2009,91,Insecticide,23-Jun-09, Petalostemum purpureum          ,16
E244,2009,91,Insecticide,12-Aug-09, Petalostemum purpureum          ,16
E244,2009,91,Insecticide,23-Jun-09, Schizachyrium scoparium         ,12
E244,2009,91,Insecticide,12-Aug-09, Schizachyrium scoparium         ,26
E244,2009,92,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,45
E244,2009,92,SoilDrenchFungicide,23-Jun-09, Petalostemum purpureum          ,20
E244,2009,92,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,35
E244,2009,93,Control,23-Jun-09, Bare ground                     ,42
E244,2009,93,Control,12-Aug-09, Bare ground                     ,38
E244,2009,93,Control,23-Jun-09, Bouteloua gracilis              ,20
E244,2009,93,Control,12-Aug-09, Bouteloua gracilis              ,25
E244,2009,93,Control,23-Jun-09, Crepis tectorum                 ,2
E244,2009,93,Control,23-Jun-09, Petalostemum purpureum          ,27
E244,2009,93,Control,12-Aug-09, Petalostemum purpureum          ,27
E244,2009,93,Control,23-Jun-09, Schizachyrium scoparium         ,9
E244,2009,93,Control,12-Aug-09, Schizachyrium scoparium         ,10
E244,2009,94,FoliarFungicide,12-Aug-09, Arabis glabra                   ,2
E244,2009,94,FoliarFungicide,23-Jun-09, Bare ground                     ,52
E244,2009,94,FoliarFungicide,12-Aug-09, Bare ground                     ,50
E244,2009,94,FoliarFungicide,23-Jun-09, Koeleria cristata               ,11
E244,2009,94,FoliarFungicide,12-Aug-09, Koeleria cristata               ,11
E244,2009,94,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,22
E244,2009,94,FoliarFungicide,12-Aug-09, Petalostemum purpureum          ,22
E244,2009,94,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,15
E244,2009,94,FoliarFungicide,12-Aug-09, Schizachyrium scoparium         ,15
E244,2009,95,AllPesticides,23-Jun-09, Bare ground                     ,41
E244,2009,95,AllPesticides,12-Aug-09, Bare ground                     ,46
E244,2009,95,AllPesticides,23-Jun-09, Crepis tectorum                 ,3
E244,2009,95,AllPesticides,23-Jun-09, Hedeoma hispida                 ,2
E244,2009,95,AllPesticides,23-Jun-09, Petalostemum purpureum          ,17
E244,2009,95,AllPesticides,12-Aug-09, Petalostemum purpureum          ,17
E244,2009,95,AllPesticides,23-Jun-09, Schizachyrium scoparium         ,37
E244,2009,95,AllPesticides,12-Aug-09, Schizachyrium scoparium         ,37
E244,2009,96,AllPesticides,23-Jun-09, Bare ground                     ,67
E244,2009,96,AllPesticides,23-Jun-09, Bouteloua gracilis              ,5
E244,2009,96,AllPesticides,23-Jun-09, Carex sp.                       ,2
E244,2009,96,AllPesticides,23-Jun-09, Crepis tectorum                 ,2
E244,2009,96,AllPesticides,23-Jun-09, Lupinus perennis                ,5
E244,2009,96,AllPesticides,23-Jun-09, Panicum virgatum                ,10
E244,2009,96,AllPesticides,23-Jun-09, Physalis virginiana             ,1
E244,2009,96,AllPesticides,23-Jun-09, Poa pratensis                   ,4
E244,2009,96,AllPesticides,23-Jun-09, Rumex acetosella                ,4
E244,2009,97,Insecticide,23-Jun-09, Bare ground                     ,80
E244,2009,97,Insecticide,23-Jun-09, Carex sp.                       ,1
E244,2009,97,Insecticide,23-Jun-09, Panicum virgatum                ,10
E244,2009,97,Insecticide,23-Jun-09, Petalostemum purpureum          ,3
E244,2009,97,Insecticide,23-Jun-09, Poa pratensis                   ,2
E244,2009,97,Insecticide,23-Jun-09, Rumex acetosella                ,3
E244,2009,97,Insecticide,23-Jun-09, Taraxicum officinalis           ,1
E244,2009,98,Control,23-Jun-09, Bare ground                     ,88
E244,2009,98,Control,23-Jun-09, Carex sp.                       ,2
E244,2009,98,Control,23-Jun-09, Crepis tectorum                 ,3
E244,2009,98,Control,23-Jun-09, Hedeoma hispida                 ,2
E244,2009,98,Control,23-Jun-09, Lupinus perennis                ,2
E244,2009,98,Control,23-Jun-09, Panicum virgatum                ,3
E244,2009,99,FoliarFungicide,23-Jun-09, Bare ground                     ,74
E244,2009,99,FoliarFungicide,23-Jun-09, Carex sp.                       ,2
E244,2009,99,FoliarFungicide,23-Jun-09, Crepis tectorum                 ,7
E244,2009,99,FoliarFungicide,23-Jun-09, Hedeoma hispida                 ,1
E244,2009,99,FoliarFungicide,23-Jun-09, Panicum virgatum                ,10
E244,2009,99,FoliarFungicide,23-Jun-09, Rumex acetosella                ,3
E244,2009,99,FoliarFungicide,23-Jun-09, Taraxicum officinalis           ,3
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,81
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Carex sp.                       ,2
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Crepis tectorum                 ,2
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Panicum virgatum                ,7
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Rumex acetosella                ,4
E244,2009,100,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,4
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,3
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,34
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Bouteloua gracilis              ,8
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Liatris aspera                  ,9
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Petalostemum purpureum          ,27
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,12
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Sporobolus sp.                  ,6
E244,2009,101,SoilDrenchFungicide,23-Jun-09, Taraxicum officinalis           ,1
E244,2009,102,AllPesticides,23-Jun-09, Bare ground                     ,22
E244,2009,102,AllPesticides,23-Jun-09, Bouteloua gracilis              ,30
E244,2009,102,AllPesticides,23-Jun-09, Liatris aspera                  ,11
E244,2009,102,AllPesticides,23-Jun-09, Petalostemum purpureum          ,22
E244,2009,102,AllPesticides,23-Jun-09, Poa pratensis                   ,15
E244,2009,103,FoliarFungicide,23-Jun-09, Bare ground                     ,30
E244,2009,103,FoliarFungicide,23-Jun-09, Bouteloua gracilis              ,12
E244,2009,103,FoliarFungicide,23-Jun-09, Liatris aspera                  ,3
E244,2009,103,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,30
E244,2009,103,FoliarFungicide,23-Jun-09, Poa pratensis                   ,24
E244,2009,103,FoliarFungicide,23-Jun-09, Taraxicum officinalis           ,1
E244,2009,104,Control,23-Jun-09, Bare ground                     ,43
E244,2009,104,Control,23-Jun-09, Bouteloua gracilis              ,9
E244,2009,104,Control,23-Jun-09, Koeleria cristata               ,3
E244,2009,104,Control,23-Jun-09, Liatris aspera                  ,15
E244,2009,104,Control,23-Jun-09, Miscellaneous herbs             ,3
E244,2009,104,Control,23-Jun-09, Petalostemum purpureum          ,22
E244,2009,104,Control,23-Jun-09, Sporobolus sp.                  ,5
E244,2009,105,Insecticide,23-Jun-09, Bare ground                     ,33
E244,2009,105,Insecticide,23-Jun-09, Koeleria cristata               ,4
E244,2009,105,Insecticide,23-Jun-09, Liatris aspera                  ,20
E244,2009,105,Insecticide,23-Jun-09, Petalostemum purpureum          ,27
E244,2009,105,Insecticide,23-Jun-09, Poa pratensis                   ,6
E244,2009,105,Insecticide,23-Jun-09, Sporobolus sp.                  ,10
E244,2009,106,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,87
E244,2009,106,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,7
E244,2009,106,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,5
E244,2009,106,SoilDrenchFungicide,23-Jun-09, Schizachyrium scoparium         ,1
E244,2009,107,Control,23-Jun-09, Bare ground                     ,87
E244,2009,107,Control,23-Jun-09, Crepis tectorum                 ,3
E244,2009,107,Control,23-Jun-09, Koeleria cristata               ,5
E244,2009,107,Control,23-Jun-09, Miscellaneous herbs             ,2
E244,2009,107,Control,23-Jun-09, Schizachyrium scoparium         ,3
E244,2009,108,Insecticide,23-Jun-09, Bare ground                     ,88
E244,2009,108,Insecticide,23-Jun-09, Crepis tectorum                 ,4
E244,2009,108,Insecticide,23-Jun-09, Koeleria cristata               ,3
E244,2009,108,Insecticide,23-Jun-09, Lupinus perennis                ,2
E244,2009,108,Insecticide,23-Jun-09, Miscellaneous herbs             ,1
E244,2009,108,Insecticide,23-Jun-09, Schizachyrium scoparium         ,1
E244,2009,108,Insecticide,23-Jun-09, Solidago rigida                 ,1
E244,2009,109,AllPesticides,23-Jun-09, Bare ground                     ,85
E244,2009,109,AllPesticides,23-Jun-09, Crepis tectorum                 ,3
E244,2009,109,AllPesticides,23-Jun-09, Fungi                           ,5
E244,2009,109,AllPesticides,23-Jun-09, Koeleria cristata               ,6
E244,2009,109,AllPesticides,23-Jun-09, Miscellaneous herbs             ,1
E244,2009,110,FoliarFungicide,23-Jun-09, Agropyron repens                ,1
E244,2009,110,FoliarFungicide,23-Jun-09, Bare ground                     ,90
E244,2009,110,FoliarFungicide,23-Jun-09, Crepis tectorum                 ,3
E244,2009,110,FoliarFungicide,23-Jun-09, Koeleria cristata               ,3
E244,2009,110,FoliarFungicide,23-Jun-09, Panicum sp.                     ,1
E244,2009,110,FoliarFungicide,23-Jun-09, Schizachyrium scoparium         ,2
E244,2009,111,FoliarFungicide,23-Jun-09, Andropogon gerardi              ,2
E244,2009,111,FoliarFungicide,12-Aug-09, Andropogon gerardi              ,2
E244,2009,111,FoliarFungicide,23-Jun-09, Bare ground                     ,32
E244,2009,111,FoliarFungicide,12-Aug-09, Bare ground                     ,15
E244,2009,111,FoliarFungicide,23-Jun-09, Bouteloua gracilis              ,37
E244,2009,111,FoliarFungicide,12-Aug-09, Bouteloua gracilis              ,47
E244,2009,111,FoliarFungicide,12-Aug-09, Lespedeza capitata              ,7
E244,2009,111,FoliarFungicide,23-Jun-09, Lupinus perennis                ,11
E244,2009,111,FoliarFungicide,12-Aug-09, Lupinus perennis                ,11
E244,2009,111,FoliarFungicide,23-Jun-09, Petalostemum candidum           ,2
E244,2009,111,FoliarFungicide,12-Aug-09, Petalostemum candidum           ,2
E244,2009,111,FoliarFungicide,23-Jun-09, Petalostemum purpureum          ,3
E244,2009,111,FoliarFungicide,12-Aug-09, Petalostemum purpureum          ,3
E244,2009,111,FoliarFungicide,23-Jun-09, Poa pratensis                   ,13
E244,2009,111,FoliarFungicide,12-Aug-09, Poa pratensis                   ,13
E244,2009,112,SoilDrenchFungicide,23-Jun-09, Andropogon gerardi              ,6
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Andropogon gerardi              ,6
E244,2009,112,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,1
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Bare ground                     ,1
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Bouteloua curtipendula          ,10
E244,2009,112,SoilDrenchFungicide,23-Jun-09, Bouteloua gracilis              ,12
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Bouteloua gracilis              ,12
E244,2009,112,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,75
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Lupinus perennis                ,65
E244,2009,112,SoilDrenchFungicide,23-Jun-09, Petalostemum purpureum          ,6
E244,2009,112,SoilDrenchFungicide,12-Aug-09, Petalostemum purpureum          ,6
E244,2009,113,AllPesticides,23-Jun-09, Andropogon gerardi              ,7
E244,2009,113,AllPesticides,23-Jun-09, Bare ground                     ,27
E244,2009,113,AllPesticides,23-Jun-09, Bouteloua gracilis              ,14
E244,2009,113,AllPesticides,23-Jun-09, Lupinus perennis                ,12
E244,2009,113,AllPesticides,23-Jun-09, Petalostemum villosum           ,21
E244,2009,113,AllPesticides,23-Jun-09, Schizachyrium scoparium         ,19
E244,2009,114,Control,23-Jun-09, Andropogon gerardi              ,2
E244,2009,114,Control,12-Aug-09, Andropogon gerardi              ,2
E244,2009,114,Control,23-Jun-09, Bare ground                     ,29
E244,2009,114,Control,12-Aug-09, Bare ground                     ,39
E244,2009,114,Control,23-Jun-09, Bouteloua gracilis              ,17
E244,2009,114,Control,12-Aug-09, Bouteloua gracilis              ,20
E244,2009,114,Control,23-Jun-09, Crepis tectorum                 ,5
E244,2009,114,Control,12-Aug-09, Crepis tectorum                 ,3
E244,2009,114,Control,23-Jun-09, Lespedeza capitata              ,4
E244,2009,114,Control,12-Aug-09, Lespedeza capitata              ,6
E244,2009,114,Control,23-Jun-09, Liatris aspera                  ,13
E244,2009,114,Control,23-Jun-09, Lupinus perennis                ,12
E244,2009,114,Control,12-Aug-09, Lupinus perennis                ,12
E244,2009,114,Control,23-Jun-09, Petalostemum purpureum          ,3
E244,2009,114,Control,12-Aug-09, Petalostemum purpureum          ,3
E244,2009,114,Control,23-Jun-09, Petalostemum villosum           ,8
E244,2009,114,Control,12-Aug-09, Petalostemum villosum           ,8
E244,2009,114,Control,23-Jun-09, Poa pratensis                   ,7
E244,2009,114,Control,12-Aug-09, Poa pratensis                   ,7
E244,2009,115,Insecticide,23-Jun-09, Andropogon gerardi              ,3
E244,2009,115,Insecticide,12-Aug-09, Andropogon gerardi              ,3
E244,2009,115,Insecticide,23-Jun-09, Bare ground                     ,27
E244,2009,115,Insecticide,12-Aug-09, Bare ground                     ,26
E244,2009,115,Insecticide,23-Jun-09, Bouteloua gracilis              ,33
E244,2009,115,Insecticide,12-Aug-09, Bouteloua gracilis              ,36
E244,2009,115,Insecticide,23-Jun-09, Koeleria cristata               ,16
E244,2009,115,Insecticide,12-Aug-09, Koeleria cristata               ,16
E244,2009,115,Insecticide,23-Jun-09, Lespedeza capitata              ,4
E244,2009,115,Insecticide,12-Aug-09, Lespedeza capitata              ,4
E244,2009,115,Insecticide,23-Jun-09, Lupinus perennis                ,2
E244,2009,115,Insecticide,23-Jun-09, Petalostemum candidum           ,2
E244,2009,115,Insecticide,12-Aug-09, Petalostemum candidum           ,2
E244,2009,115,Insecticide,23-Jun-09, Petalostemum villosum           ,5
E244,2009,115,Insecticide,12-Aug-09, Petalostemum villosum           ,5
E244,2009,115,Insecticide,23-Jun-09, Poa pratensis                   ,8
E244,2009,115,Insecticide,12-Aug-09, Poa pratensis                   ,8
